tweet_id,timestamp,text,rating_numerator,name,dog_stage,favorite_count,retweet_count,breed,breed_conf,dog,jpg_url
813127251579564032,2016-12-25 21:00:18+00:00,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup ,11.0,,doggo,12552,3389,Norwegian Elkhound,0.432416,True,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg
813096984823349248,2016-12-25 19:00:02+00:00,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him ,11.0,Rocky,doggo,11153,3896,Great Dane,0.128056,True,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg
808106460588765185,2016-12-12 00:29:28+00:00,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time ,12.0,Dexter,doggo,9278,2382,Golden Retriever,0.426183,True,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg
808106460588765185,2016-12-12 00:29:28+00:00,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time ,12.0,Burke,pupper,9278,2382,Golden Retriever,0.426183,True,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg
801115127852503040,2016-11-22 17:28:25+00:00,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine ,12.0,Bones,pupper,8574,2269,Dalmatian,0.823356,True,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg
799757965289017345,2016-11-18 23:35:32+00:00,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back ,13.0,Sobe,doggo,8915,2351,Border Collie,0.442534,True,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg
796484825502875648,2016-11-09 22:49:15+00:00,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere ,12.0,,doggo,8043,1913,Cocker Spaniel,0.116924,True,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg
795464331001561088,2016-11-07 03:14:10+00:00,Elder doggo does a splash. Both 13/10 incredible stuff ,13.0,,doggo,52839,25885,Golden Retriever,0.193082,True,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg
786363235746385920,2016-10-13 00:29:39+00:00,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af ,13.0,Rizzo,doggo,11544,3792,Golden Retriever,0.929266,True,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg
782747134529531904,2016-10-03 01:00:34+00:00,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back ,11.0,Deacon,doggo,7906,1508,Golden Retriever,0.560699,True,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg
782305867769217024,2016-10-01 19:47:08+00:00,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes ,12.0,Sampson,doggo,17615,6033,Briard,0.5044270000000001,True,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg
775364825476165632,2016-09-12 16:05:54+00:00,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 ,11.0,Finley,doggo,7831,3201,Beagle,0.571229,True,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg
760893934457552897,2016-08-03 17:43:45+00:00,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 ,11.0,Wishes,doggo,4009,1039,Blenheim Spaniel,0.113992,True,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg
759793422261743616,2016-07-31 16:50:42+00:00,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time ",12.0,Maggie,doggo,6250,2030,Golden Retriever,0.985876,True,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg
759793422261743616,2016-07-31 16:50:42+00:00,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time ",12.0,Lila,pupper,6250,2030,Golden Retriever,0.985876,True,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg
758828659922702336,2016-07-29 00:57:05+00:00,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af ,13.0,,doggo,11705,4088,Chesapeake Bay Retriever,0.480048,True,https://pbs.twimg.com/media/Cofmom_VUAA4dRO.jpg
757393109802180609,2016-07-25 01:52:43+00:00,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him ,10.0,,doggo,6100,1863,Labrador Retriever,0.787125,True,https://pbs.twimg.com/media/CoLNAq6WAAAkmdJ.jpg
752682090207055872,2016-07-12 01:52:49+00:00,Nothing better than a doggo and a sunset. 10/10 majestic af ,10.0,,doggo,6254,1712,German Shepherd,0.299966,True,https://pbs.twimg.com/media/CnIQXdYWgAAnsZZ.jpg
752660715232722944,2016-07-12 00:27:52+00:00,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 ",10.0,,doggo,4603,1674,English Setter,0.0505118,True,https://pbs.twimg.com/media/CnH87L6XYAAF7I_.jpg
752334515931054080,2016-07-11 02:51:40+00:00,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) ,8.0,,doggo,3993,1177,Bedlington Terrier,0.399163,True,https://pbs.twimg.com/ext_tw_video_thumb/752334354492362752/pu/img/uWISPc0YRmhUi9Ju.jpg
751583847268179968,2016-07-09 01:08:47+00:00,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho ,5.0,,doggo,4598,1182,Dalmatian,0.8683040000000001,True,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg
750011400160841729,2016-07-04 17:00:26+00:00,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 ,11.0,Piper,doggo,3391,966,Boston Bull,0.0871498,True,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg
748932637671223296,2016-07-01 17:33:49+00:00,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet ,13.0,Divine,doggo,6092,2402,Borzoi,0.742912,True,https://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg
745433870967832576,2016-06-22 01:50:58+00:00,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around ,10.0,Lenox,doggo,7378,2688,Basset,1.44895e-05,True,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg
744234799360020481,2016-06-18 18:26:18+00:00,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) ,13.0,,doggo,162710,82790,Labrador Retriever,0.825333,True,https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg
739238157791694849,2016-06-04 23:31:25+00:00,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) ,13.0,,doggo,120251,61279,Eskimo Dog,0.503372,True,https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg
735256018284875776,2016-05-24 23:47:49+00:00,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo ,8.0,Kellogg,doggo,3458,933,Staffordshire Bullterrier,0.523191,True,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg
733109485275860992,2016-05-19 01:38:16+00:00,"Like father (doggo), like son (pupper). Both 12/10 ",12.0,,pupper,50998,17716,Golden Retriever,0.945523,True,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg
732375214819057664,2016-05-17 01:00:32+00:00,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly ,11.0,Kyle,doggo,8377,2650,Basset,0.000547053,True,https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg
727644517743104000,2016-05-03 23:42:26+00:00,Here's a doggo struggling to cope with the winds. 13/10 ,13.0,,doggo,6102,1831,Great Pyrenees,0.457164,True,https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg
724771698126512129,2016-04-26 01:26:53+00:00,Nothin better than a doggo and a sunset. 11/10 ,11.0,,doggo,2455,674,German Short-Haired Pointer,0.835491,True,https://pbs.twimg.com/media/Cg7n_-OU8AA5RR1.jpg
719991154352222208,2016-04-12 20:50:42+00:00,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 ,10.0,,doggo,4992,1832,Golden Retriever,0.605304,True,https://pbs.twimg.com/media/Cf3sH62VAAA-LiP.jpg
716080869887381504,2016-04-02 01:52:38+00:00,Here's a super majestic doggo and a sunset 11/10 ,11.0,,doggo,6952,2013,Golden Retriever,0.638625,True,https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg
883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,13.0,Grizzwald,floofer,22091,3594,Chow,0.987997,True,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg
800388270626521089,2016-11-20 17:20:08+00:00,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer ,12.0,Doc,floofer,11830,3052,Golden Retriever,0.35986,True,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg
776218204058357768,2016-09-15 00:36:55+00:00,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath ,13.0,,floofer,31639,17216,Samoyed,0.940326,True,https://pbs.twimg.com/media/CsWuVEdWcAAqbe9.jpg
749317047558017024,2016-07-02 19:01:20+00:00,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with ,12.0,Blu,floofer,5721,2352,Wire-Haired Fox Terrier,0.155144,True,https://pbs.twimg.com/ext_tw_video_thumb/749316899712950272/pu/img/nvZI9mkoAxt89sul.jpg
737445876994609152,2016-05-31 00:49:32+00:00,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af ,13.0,,floofer,10655,4702,Samoyed,0.400568,True,https://pbs.twimg.com/media/CjvvHBwUoAE55WZ.jpg
733822306246479872,2016-05-21 00:50:46+00:00,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently ,10.0,Moose,floofer,3792,1063,Lhasa,0.457356,True,https://pbs.twimg.com/media/Ci8Pfg_UUAA2m9i.jpg
685307451701334016,2016-01-08 03:50:03+00:00,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 ,11.0,Petrick,floofer,2152,465,Pomeranian,0.963176,True,https://pbs.twimg.com/media/CYKzfTTWMAEeTN7.jpg
886366144734445568,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,12.0,Roscoe,pupper,20632,3098,French Bulldog,0.999201,True,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg
882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,12.0,Gus,pupper,27563,4748,Labrador Retriever,0.85005,True,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
881536004380872706,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",14.0,,pupper,48147,15479,Samoyed,0.281463,True,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg
876838120628539392,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,12.0,Ginger,pupper,20179,3248,Bloodhound,0.575751,True,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
874296783580663808,2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,13.0,Jed,pupper,25455,4012,Cocker Spaniel,0.437216,True,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
873213775632977920,2017-06-09 16:22:42+00:00,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

 ",12.0,Sierra,pupper,7075,1549,Vizsla,0.6197819999999999,True,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg
871762521631449091,2017-06-05 16:15:56+00:00,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,12.0,Rover,pupper,19860,3415,Labrador Retriever,0.921393,True,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg
866450705531457537,2017-05-22 00:28:40+00:00,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender ",13.0,Jamesy,pupper,120884,35079,French Bulldog,0.905334,True,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg
854120357044912130,2017-04-17 23:52:16+00:00,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend ,14.0,Cooper,pupper,32367,7685,Black-And-Tan Coonhound,0.8548610000000001,True,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg
850019790995546112,2017-04-06 16:18:05+00:00,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately ,12.0,Boomer,pupper,20899,5079,Shetland Sheepdog,0.759907,True,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg
845306882940190720,2017-03-24 16:10:40+00:00,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry ,12.0,Pickles,pupper,24050,5654,Irish Water Spaniel,0.567475,True,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg
837820167694528512,2017-03-04 00:21:08+00:00,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you ",12.0,,pupper,35511,8315,Golden Retriever,0.887625,True,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg
837110210464448512,2017-03-02 01:20:01+00:00,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 ,13.0,Clark,pupper,16658,2534,Siberian Husky,0.767696,True,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg
833124694597443584,2017-02-19 01:23:00+00:00,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet ,12.0,Gidget,pupper,21065,5145,Cardigan,0.7105229999999999,True,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg
831315979191906304,2017-02-14 01:35:49+00:00,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all ,13.0,,pupper,6825,1192,Briard,0.982755,True,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg
827933404142436356,2017-02-04 17:34:40+00:00,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big ,12.0,Kona,pupper,21068,5595,German Shepherd,0.8061149999999999,True,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg
824325613288833024,2017-01-25 18:38:36+00:00,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk ,13.0,,pupper,12383,11173,Pembroke,0.990793,True,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg
822462944365645825,2017-01-20 15:17:01+00:00,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP ",14.0,Gabe,pupper,29898,15751,Pomeranian,0.960199,True,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg
815966073409433600,2017-01-02 17:00:46+00:00,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 ,13.0,,pupper,23665,9176,Tibetan Mastiff,0.506312,True,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg
814986499976527872,2016-12-31 00:08:17+00:00,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho ,11.0,Cooper,pupper,8081,1389,Dalmatian,0.999828,True,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg
811386762094317568,2016-12-21 01:44:13+00:00,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him ,11.0,Craig,pupper,22144,6922,Pembroke,0.804177,True,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg
808733504066486276,2016-12-13 18:01:07+00:00,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue ,12.0,,pupper,8385,2350,Toy Poodle,0.0369271,True,https://pbs.twimg.com/media/Czky0v9VIAEXRkd.jpg
807621403335917568,2016-12-10 16:22:02+00:00,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie ,14.0,Ollie,pupper,15431,3982,Golden Retriever,0.873233,True,https://pbs.twimg.com/media/CzU_YVGUUAA3Xsd.jpg
803638050916102144,2016-11-29 16:33:36+00:00,Pupper hath acquire enemy. 13/10 ,13.0,,pupper,11644,4477,Labrador Retriever,0.372776,True,https://pbs.twimg.com/ext_tw_video_thumb/803638023904559104/pu/img/vxm0Htm5iIV7EOAQ.jpg
797971864723324932,2016-11-14 01:18:12+00:00,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af ,12.0,,pupper,12369,3417,American Staffordshire Terrier,0.489845,True,https://pbs.twimg.com/media/CxL3IWeVEAAAIE2.jpg
778039087836069888,2016-09-20 01:12:28+00:00,Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff ,12.0,Max,pupper,8938,2830,German Shepherd,0.717776,True,https://pbs.twimg.com/media/CswmaHmWAAAbdY9.jpg
778027034220126208,2016-09-20 00:24:34+00:00,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back ,11.27,Sophie,pupper,6913,1749,Clumber,0.946718,True,https://pbs.twimg.com/media/Cswbc2yWcAAVsCJ.jpg
776477788987613185,2016-09-15 17:48:25+00:00,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper ,11.0,Huck,pupper,9319,3006,Labrador Retriever,0.8848389999999999,True,https://pbs.twimg.com/media/CsaaaaxWgAEfzM7.jpg
773985732834758656,2016-09-08 20:45:53+00:00,Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. 11/10 would comfort ,11.0,Winnie,pupper,11310,4167,Pug,0.10957,True,https://pbs.twimg.com/media/Cr2_6R8WAAAUMtc.jpg
